isin,symbol,fmv
INE935N01012,DIXON,3835.0
INE935Q01015,FSC,689.0
INE937A01023,SPMLINFRA,137.45
INE937C01029,NILAINFRA,23.2
INE938A01021,LCCINFOTEC,0.9
INE939A01011,STAR,785.0
INE939D01015,HARITASEAT,999.7
INE940H01014,PGIL,127.7
INE942G01012,MCLEODRUSS,175.75
INE943C01027,SRIPIPES,387.0
INE943D01017,MPSLTD,593.8
INE944F01028,RADICO,381.4
INE945H01013,V2RETAIL,442.1
INE946H01037,VIPULLTD,74.5
INE947A01014,SUNFLAG,84.6
INE947I01017,LOTUSEYE,33.75
INE947J01015,DEN,113.15
INE947Q01010,LAURUSLABS,520.05
INE948A01012,TRIGYN,164.25
INE949H01023,MANINFRA,65.8
INE949L01017,AUBANK,676.0
INE949P01018,GENUSPAPER,16.0
INE950G01015,UNIPLY,461.95
INE950I01011,DBCORP,335.45
INE950M01013,MONTECARLO,607.9
INE951D01028,ATULAUTO,424.85
INE951I01027,VGUARD,235.95
INE952A01022,HINDNATGLS,162.9
INE952D01018,BILPOWER,1.85
INE952H01027,RAJTV,58.2
INE954E01012,MOHITIND,40.0
INE955D01029,GENUSPOWER,80.9
INE955I01036,SEZAL,4.4
INE956G01038,WABAG,616.0
INE959A01019,FAIRCHEM,412.65
INE962C01027,EASTSILK,5.75
INE964B01033,ALCHEM,13.35
INE964H01014,SHRIRAMEPC,29.6
INE965H01011,SITINET,23.55
INE966H01019,ZEEMEDIA,43.75
INE967C01018,KAMATHOTEL,141.7
INE968D01022,ARSHIYA,99.15
INE968G01033,PROVOGE,6.6
INE974H01013,MEGH,108.5
INE974X01010,TIINDIA,268.95
INE975G01012,IL&FSTRANS,79.4
INE976A01021,WSTCSTPAPR,288.25
INE976G01028,RBLBANK,505.3
INE978A01027,HERITGFOOD,768.0
INE978G01016,SPLIL,25.8
INE979A01017,SAREGAMA,732.0
INE979R01011,SHYAMCENT,11.8
INE980A01023,PRESSMN,68.5
INE981B01011,CMICABLES,263.0
INE982B01019,ADFFOODS,275.0
INE982F01036,HATHWAY,41.6
INE985S01024,TEAMLEASE,2320.0
INE987B01026,NATCOPHARM,956.35
INE988C01014,DHARSUGAR,26.55
INE988E01036,JMTAUTOLTD,5.3
INE988K01017,EQUITAS,151.35
INE989A01024,SANGHVIMOV,167.0
INE989C01012,DIAPOWER,19.0
INE991I01015,ASPINWALL,504.0
INE992B01026,LAKSHMIEFL,27.85
INE993A01026,MANINDS,131.95
INE998H01012,ORIENTALTL,16.45
INE998I01010,MHRIL,354.0
INE999A01015,KSBPUMPS,900.0
INE999B01013,SANGHIIND,125.0
INE999K01014,GREENPOWER,12.35
INF082J01010,QGOLDHALF,1353.9
INF082J01028,QNIFTY,1192.7
INF109K012R6,NIFTYIWIN,114.0
INF109KA1962,NIF100IWIN,122.0
INF109KB10T8,LOWVOLIWIN,84.2
INF109KB15Y7,BHARATIWIN,38.85
INF109KB1WF4,GOLDIWIN,275.85
INF109KB1WY5,NV20IWIN,51.2
INF109KB1XT3,MIDCAPIWIN,76.25
INF174K014P6,KOTAKNIFTY,111.8
INF174K01F59,KOTAKBKETF,280.81
INF174K01Z71,KOTAKNV20,52.1
INF179K01CN1,HDFCMFGETF,2780.05
INF179KB1KP3,HDFCNIFETF,1131.98
INF194KA1U07,IDFNIFTYET,112.0
INF200K01099,SETFGOLD,2757.0
INF200KA1580,SETFNIFBK,275.5
INF200KA1598,SETFNN50,311.0
INF200KA1FS1,SETFNIF50,115.0
INF204K014N5,RELCNX100,116.82
INF204KA1LD7,RELCONS,52.61
INF204KA1MS3,RELDIVOPP,30.17
INF204KB1882,RRSLGETF,16.81
INF205K01361,IVZINGOLD,2729.25
INF205K01DA9,IVZINNIFTY,1137.0
INF209K01HT2,BSLGOLDETF,2799.0
INF209K01IR4,BSLNIFTY,109.75
INF247L01023,M100,23.4
INF247L01031,N100,514.99
INF247L01536,M50,106.0
INF346A01034,SENSEXIWIN,375.08
INF373I01023,KOTAKPSUBK,379.0
INF373I01049,KOTAKGOLD,266.2
INF397L01554,IDBIGOLD,2845.0
INF457M01133,CPSEETF,31.25
INF732E01011,NIFTYBEES,1138.5
INF732E01037,LIQUIDBEES,1000.01
INF732E01045,JUNIORBEES,312.91
INF732E01078,BANKBEES,2781.5
INF732E01102,GOLDBEES,2720.0
INF732E01110,PSUBNKBEES,414.34
INF732E01128,SHARIABEES,270.0
INF732E01227,HNGSNGBEES,3325.0
INF732E01268,INFRABEES,372.21
INF754K01EK3,NIFTYEES,12350.0
INF754K01EM9,EQ30,244.9
INF760K01BR1,CRMFGETF,2765.0
INF767K01MV5,LICNETFGSC,16.87
INF767K01OS7,LICNETFN50,114.25
INF767K01PC8,LICNFNHGP,117.0
INF789F01059,GOLDSHARE,2669.0
INF789FB1X41,UTINIFTETF,1143.0
INF789FB1X58,UTISENSETF,373.9
INF789FC1N82,UTINEXT50,309.25
INF846K01347,AXISGOLD,2639.95
INF846K01ZL0,AXISNIFTY,1103.9
