symbol,stock_name,isin
ZAPPFRESH,DSM Fresh Foods Limited,INE0SUM01015
DUCON,Ducon Infratechnologies Ltd,INE741L01018
DUKEOFS,DUKE OFFSHORE LTD.,INE397G01019
DUNCANENG,Duncan Engineering Limited,INE340F01011
DUROPACK,DUROPACK LTD.,INE138B01018
DUROPLY,DUROPLY INDUSTRIES LIMITED,INE932D01010
DUTRON,DUTRON POLYMERS LTD.,INE940C01015
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD,INE366A01041
DSSL,DYNACONS SYSTEMS & SOLUTIONS L,INE417B01040
DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.,INE221B01012
DYCL,Dynamic Cables Limited,INE600Y01019
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT &,INE118C01018
DYNAVSN,DYNAVISION LTD.,INE083E01010
DYNPRO,DYNEMIC PRODUCTS LTD.,INE256H01015
ELAND,E-Land Apparel Limited,INE311H01018
EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,INE126A01031
E2E,E2E Networks Limited,INE255Z01027
EASTBUILD,EAST BUILDTECH LTD.,INE706N01017
EASTINDIA,East India Drums and Barrels M,INE191C01023
EASTWEST,EAST WEST FREIGHT CARRIERS LTD,INE595R01023
EASTSILK,EASTERN SILK INDUSTRIES LTD.,INE962C01035
EASTRED,EASTERN TREADS LTD.,INE500D01015
EASUN,Easun Capital Markets Limited,INE771C01014
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026
EBIX,EBIX LIMITED,INE432F01032
ECLERX,ECLERX SERVICES LTD.,INE738I01010
ECOHOTELS,ECO HOTELS AND RESORTS LIMITED,INE638N01012
ECORECO,ECO RECYCLING LTD.,INE316A01038
ECOBOAR,ECOBOARD INDUSTRIES LTD.,INE866A01016
ETIL,Econo Trade (India) Limited,INE937K01014
ECOPLAST,ECOPLAST LTD.,INE423D01010
ECOSMOBLTY,ECOS (India) Mobility & Hospit,INE06HJ01020
ECS,ECS Biztech Limited,INE925Q01024
EDELWEISS,EDELWEISS FINANCIAL SERVICES L,INE532F01054
EDVENSWA,Edvenswa Enterprises Limited,INE125G01014
EEL130827,EEL-13-8-27-PVT,INE468N07BI2
EEL280324A,EEL-26-11-27-PVT,INE468N07BD3
EEL280324,EEL-27-01-27-PVT,INE468N07BC5
EEL310125,EEL-DISC-31-1-28-PVT,INE468N07BM4
EELZC27,EEL-ZC-26-2-27-PVT,INE468N07615
EFCIL,EFC (I) LIMITED,INE886D01026
EFCL25325,EFCL-21-04-28-PVT,INE836K07221
EFCL250225,EFCL-27-4-27-PVT,INE836K07189
EFCL300725,EFCL-30-10-28-PVT,INE836K07312
EFCL280723,EFCL-8-4-27-PVT,INE836K07056
EFCL24326,EFCL-ZC-25-06-29-PVT,INE836K07338
0EFCL29,EFCL-ZC-30-4-29-PVT,INE836K07320
1015ECL29,EFL-10.15%-4-1-29-NCD,INE804IA7014
1060ECL29,EFL-10.60%-4-1-29-NCD,INE804IA7022
943ECL28,EFL-9.43%-6-8-28-NCD,INE804I078Y8
985ECL28,EFL-9.85%-6-8-28-NCD,INE804I079Y6
EFORU,EFORU ENTERTAINMENT LIMITED,INE355H01015
10EFSL036,EFSL-10%-16-6-36-NCD,INE532F07JF0
10EFSL33A,EFSL-10%-26-10-33-NCD,INE532F07EL9
10EFSL34,EFSL-10%-29-1-34-NCD,INE532F07FB7
1010EFS28A,EFSL-10.10%-20-1-28-NCD,INE532F07DJ5
1010EFSL32,EFSL-10.10%-20-10-32-NCD,INE532F07DE6
1010EFS28,EFSL-10.10%-21-7-28-NCD,INE532F07EH7
1010EFSL28,EFSL-10.10%-26-10-28-NCD,INE532F07EM7
1010EFS29,EFSL-10.10%-29-4-29-NCD,INE532F07FO0
1025EFSL35,EFSL-10.25%-7-10-35-NCD,INE532F07IF2
1049EFSL34,EFSL-10.49%-26-7-34-NCD,INE532F07FZ6
1049EFS35F,EFSL-10.49%-30-04-35-NCD,INE532F07HG2
1050EFS29C,EFSL-10.50%-24-10-29-NCD,INE532F07GF6
1050EFSL35,EFSL-10.50%-24-7-35-NCD,INE532F07HR9
EFSL18326A,EFSL-18-3-29-NCD,INE532F07IW7
921EFSL31,EFSL-18-3-31-NCD,INE532F07IV9
EFSL24725A,EFSL-24-7-30-NCD,INE532F07HS7
EFSL29,EFSL-29-1-29-NCD,INE532F07FA9
880EFSL29,EFSL-8.80%-18-3-29-NCD,INE532F07IY3
885EFSL27,EFSL-8.85%-12-12-27-NCD,INE532F07IM8
915EFSL26,EFSL-9.15%-10-9-26-NCD,INE532F07CF5
915EFSL26A,EFSL-9.15%-28-12-26-NCD,INE532F07CQ2
920EFSL26A,EFSL-9.20%-26-10-26-NCD,INE532F07EQ8
93EFSL31,EFSL-9.30%-10-9-31-NCD,INE532F07CI9
93EFSL31A,EFSL-9.30%-28-12-31-NCD,INE532F07CT6
940EFSL28,EFSL-9.40%-12-12-28-NCD,INE532F07IQ9
944EFSL30,EFSL-9.44%-12-12-30-NCD,INE532F07IP1
955EFSL26A,EFSL-9.55%-10-9-26-NCD,INE532F07CG3
957EFSL28,EFSL-9.57%-24-1-28-NCD,INE532F07GQ3
957EFSL27A,EFSL-9.57%-24-10-27-NCD,INE532F07GD1
957EFSL27,EFSL-9.57%-26-7-27-NCD,INE532F07FR3
957EFSL28B,EFSL-9.57%-30-04-28-NCD,INE532F07HJ6
958EFSL36,EFSL-9.58%-18-3-36-NCD,INE532F07JA1
965EFSL32,EFSL-9.65%-20-10-32-NCD,INE532F07DD8
967EFSL28D,EFSL-9.67%-20-1-28-NCD,INE532F07DK3
967EFSL28A,EFSL-9.67%-26-10-28-NCD,INE532F07EO3
967EFSL29,EFSL-9.67%-29-1-29-NCD,INE532F07EY2
967EFSL35,EFSL-9.67-12-12-35-NCD,INE532F07IJ4
97EFSL31A,EFSL-9.7%-28-12-31-NCD,INE532F07CU4
97EFSL31,EFSL-9.70%-10-9-31-NCD,INE532F07CJ7
995EFSL31,EFSL-9.95%-8-1-31-NCD,INE532F07BQ4
EFSLZC28C,EFSL-ZC-26-10-28-NCD,INE532F07EN5
EFSLZC28,EFSL-Zero Coupon-20-1-28-NCD,INE532F07DG1
EICHERMOT,EICHER MOTORS LTD.,INE066A01021
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.,INE276C01014
EIHOTEL,EIH LTD.,INE230A01023
EIKO,EIKO LIFESCIENCES LIMITED,INE666Q01016
EIMCOELECO,EIMCO ELECON (INDIA) LTD.,INE158B01016
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,INE906L01025
EKANSH,Ekansh Concepts Limited,INE005E01013
EKENNIS,Ekennis Software Service Limit,INE0KCM01010
EKI,EKI Energy Services Limited,INE0CPR01018
ELFORGE,EL FORGE LTD.,INE158F01017
ELANTAS,ELANTAS BECK INDIA LTD.,INE280B01018
ELCIDIN,ELCID INVESTMENTS LTD.,INE927X01018
ELECON,ELECON ENGINEERING CO.LTD.,INE205B01031
EMIL,Electronics Mart India Limited,INE02YR01019
ELECTCAST,ELECTROSTEEL CASTINGS LTD.,INE086A01029
ELECTHERM,ELECTROTHERM (INDIA) LTD.,INE822G01016
ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,INE152E01013
ELEMARB,ELEGANT MARBLES & GRANI INDUST,INE095B01010
ELFIN,Elfin Agro India Limited,INE1FEW01013
ELGIEQUIP,ELGI EQUIPMENTS LTD.,INE285A01027
ELIN,Elin Electronics Limited,INE050401020
ELITECON,ELITECON INTERNATIONAL LIMITED,INE669R01026
ELIXIR,Elixir Capital Limited,INE785D01012
ELLEN,ELLENBARRIE INDUSTRIAL GASES L,INE236E01022
ELNET,ELNET TECHNOLOGIES LTD.,INE033C01019
ELPROINTL,ELPRO INTERNATIONAL LTD.,INE579B01039
EMAINDIA,EMA INDIA LTD.,INE279D01016
EMAMILTD,EMAMI LTD.,INE548C01032
EMAMIPAP,EMAMI PAPER MILLS LTD.,INE830C01026
EMAMIREAL,EMAMI REALTY LIMITED,INE778K01012
EMBDL,EMBASSY DEVELOPMENTS LIMITED,INE069I01010
EMBASSY,Embassy Office Parks REIT,INE041025011
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015
EMERALD,Emerald Finance Limited,INE030Q01015
EMERALL,Emerald Leisures Limited,INE044N01021
EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS,INE668L01013
EMIAC,EMIAC TECHNOLOGIES LIMITED,INE1OSW01015
EMKAY,EMKAY GLOBAL FINANCIAL SERVICE,INE296H01011
EMMBI,EMMBI INDUSTRIES LTD,INE753K01015
EMMESSA,EMMESSAR BIOTECH & NUTRITION L,INE634B01016
EMMFORCE,EMMFORCE AUTOTECH LIMITED,INE0SDC01012
EMMVEE,Emmvee Photovoltaic Power Limi,INE1C6T01020
EMPIND,EMPIRE INDUSTRIES LTD.,INE515H01014
EMPOWER,EMPOWER INDIA LTD.,INE507F01023
EMROCK,EMROCK CORPORATION LIMITED,INE554H01021
EMSLIMITED,EMS LIMITED,INE0OV601013
EMUDHRA,eMudhra Limited,INE01QM01018
ENBETRD,Enbee Trade &amp; Finance Ltd,INE993I01029
ENCODE,ENCODE PACKAGING INDIA LIMITED,INE900O01014
ENDURANCE,Endurance Technologies Limited,INE913H01037
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD,INE306C01019
ENERGYINF,Energy Infrastructure Trust,INE05KD23015
ENGINERSIN,ENGINEERS INDIA LTD.,INE510A01028
ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,INE130L01014
ENTERO,Entero Healthcare Solutions Li,INE010601016
ENTRINT,ENTERPRISE INTERNATIONAL LTD.,INE439G01019
ENIL,ENTERTAINMENT NETWORK (INDIA),INE265F01028
ENVAIREL,ENVAIR ELECTRODYNE LTD.,INE601C01013
EIEL,ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014
EPACK,EPACK Durable Limited,INE0G5901015
EPACKPEB,Epack Prefab Technologies Limi,INE0MLS01022
EPIC,EPIC ENERGY LTD.,INE932F01015
EPIGRAL,Epigral Limited,INE071N01016
EPL,EPL LIMITED,INE255A01020
EPSOMPRO,EPSOM PROPERTIES LTD.,INE601F01016
EPUJA,EPUJA SPIRITECH LIMITED,INE807D01030
EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLO,INE217G01035
EQUITASBNK,Equitas Small Finance Bank Lim,INE063P01018
ERIS,Eris Lifesciences Limited,INE406M01024
ERPSOFT,ERP SOFT SYSTEMS LTD.,INE308B01017
ESARIND,ESAAR (INDIA) LTD.,INE404L01039
ESABINDIA,ESAB INDIA LTD.,INE284A01012
ESAFSFB,ESAF Small Finance Bank Ltd,INE818W01011
ESCORP,Escorp Asset Management Limite,INE953W01016
ESCORTS,Escorts Kubota Limited,INE042A01014
960EFSL27,ESFL-9.60%-29-1-27-NCD,INE532F07EW6
ESHAMEDIA,ESHA MEDIA RESEARCH LIMITED,INE328F01016
ESPIRE,ESPIRE HOSPITALITY LIMITED,INE176O01011
1090ESP26A,ESPL-10.90%-4-2-26-PVT,INE01YL07334
ESSARSHPNG,ESSAR SHIPPING LTD.,INE122M01019
ESSEX,ESSEX MARINE LIMITED,INE1IBY01019
ESTER,ESTER INDUSTRIES LTD.,INE778B01029
ETERNAL,Eternal Limited,INE758T01015
ETHOSLTD,ETHOS LIMITED,INE04TZ01018
EUPHORIAIT,Euphoria Infotech (India) Limi,INE0PYT01018
EUREKAFORB,Eureka Forbes Limited,INE0KCE01017
EUREKAI,EUREKA INDUSTRIES LTD.,INE958A01011
EUROLED,EURO LEDER FASHION LTD.,INE940E01011
EUROBOND,Euro Panel Products Limited,INE505V01016
EUROPRATIK,EURO PRATIK SALES LIMITED,INE198501012
EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS L,INE022C01012
EVANS,EVANS ELECTRIC LIMITED,INE06TD01010
EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029
EVERESTIND,EVEREST INDUSTRIES LTD.,INE295A01018
EKC,EVEREST KANTO CYLINDER LTD.,INE184H01027
EVERESTO,EVEREST ORGANICS LTD.,INE334C01029
EVERFIN,EVERLON FINANCIALS LIMITED,INE339D01034
EVEXIA,EVEXIA LIFECARE LIMITED,INE313M01030
EVOQ,Evoq Remedies Limited,INE0JVD01011
EXATO,EXATO TECHNOLOGIES LIMITED,INE1E4401010
EXCELINDUS,EXCEL INDUSTRIES LTD.,INE369A01029
EXCELSOFT,Excelsoft Technologies Limited,INE606N01019
EXHICON,Exhicon Events Media Solutions,INE0O8901016
EXICOM,EXICOM TELE-SYSTEMS LIMITED,INE777F01014
EXIDEIND,EXIDE INDUSTRIES LTD.,INE302A01020
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,INE201K01015
EXPOEAPL,EXPO ENGINEERING AND PROJECTS,INE561D01025
EXXARO,Exxaro Tiles Limited,INE0GFE01026
EY,EYANTRA VENTURES LIMITED,INE750G01019
FMEC,F MEC INTERNATIONAL FINANCIAL,INE108T01021
FAALCON,Faalcon Concepts Limited,INE0Q9W01015
FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM,INE0HSD01011
FABTECH,Fabtech Technologies Limited,INE0HF201011
FACORALL,FACOR ALLOYS LTD.,INE828G01013
FAIRCHEMOR,Fairchem Organics Limited,INE0DNW01011
FAMILYCARE,FAMILY CARE HOSPITALS LIMITED,INE146N01016
FAZE3Q,FAZE THREE LTD.,INE963C01033
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,INE512B01022
FDC,FDC LTD.,INE258B01022
FEDFINA,Fedbank Financial Services Lim,INE007N01010
FEDDERSHOL,FEDDERS HOLDING LIMITED,INE417D01020
FEDERALBNK,FEDERAL BANK LTD.,INE171A01029
FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) L,INE529A01010
FERMENTA,FERMENTA BIOTECH LIMITED,INE225B01021
FACT,FERTILIZERS & CHEMICALS TRAVAN,INE188A01015
FERVENTSYN,FERVENT SYNERGIES LTD.,INE258M01011
1133FFS28,FFSL-11.33%-16-6-28-PVT,INE734I07115
FGP,FGP LTD.,INE512A01016
FIBERWEB,FIBERWEB (INDIA) LTD.,INE296C01020
FIEMIND,FIEM INDUSTRIES LTD.,INE737H01014
FILATFASH,FILATEX FASHIONS LTD.,INE185E01021
FILATEX,FILATEX INDIA LTD.,INE816B01035
FILME,FILMCITY MEDIA LTD.,INE600B01033
FILTRON,FILTRON ENGINEERS LTD.,INE589N01017
FINEORG,Fine Organic Industries Limite,INE686Y01026
FINELINE,FINE-LINE CIRCUITS LTD.,INE087E01011
FTL,Finelistings Technologies Limi,INE0QOQ01013
FCL,FINEOTEX CHEMICAL LTD.,INE045J01034
FINKURVE,FINKURVE FINANCIAL SERVICES LT,INE734I01027
FINOPB,Fino Payments Bank Limited,INE02NC01014
FINCABLES,FINOLEX CABLES LTD.,INE235A01022
FINPIPE,FINOLEX INDUSTRIES LTD.,INE183A01024
1STCUS,FIRST CUSTODIAN FUND (INDIA) L,INE609B01018
FIRSTFIN,FIRST FINTEC LIMITED,INE683B01047
FSL,FIRSTSOURCE SOLUTIONS LTD.,INE684F01012
FISCHER,FISCHER MEDICAL VENTURES LIMIT,INE771F01041
FIVESTAR,Five-Star Business Finance Ltd,INE128S01021
FLAIR,Flair Writing Industries Limit,INE00Y201027
FLEXFO,FLEX FOODS LTD.,INE954B01018
FLEXITUFF,FLEXITUFF VENTURES INTERNATION,INE060J01017
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,INE952M01019
FLORACORP,Flora Corporation Limited,INE318U01016
FLUIDOM,FLUIDOMAT LTD.,INE459C01016
FOCUS,Focus Business Solution Limite,INE0DXR01010
FOODSIN,FOODS & INNS LTD.,INE976E01023
FORBESCO,FORBES & COMPANY LTD.,INE518A01013
TOTEM,Forbes Precision Tools and Mac,INE0TT901016
FORCEMOT,FORCE MOTORS LTD.,INE451A01017
FORTIS,FORTIS HEALTHCARE LTD.,INE061F01013
FORTISMLR,FORTIS MALAR HOSPITALS LIMITED,INE842B01015
FORINTL,FORTUNE INTERNATIONAL LTD.,INE501D01013
FOSECOC,FOSECO CRUCIBLE INDIA LIMITED,INE599F01020
FOSECOIND,FOSECO INDIA LTD.,INE519A01011
FRACTAL,Fractal Analytics Limited,INE212S01015
FIL,Fractal Industries Limited,INE1W3Q01011
FRANKLININD,Franklin Industries Limited,INE789R01022
FRASER,Fraser And Company Limited,INE184Q01010
FRATELLI,Fratelli Vineyards Limited,INE401Z01019
FREDUN,Fredun Pharmaceuticals Limited,INE194R01017
FRONTCAP,FRONTIER CAPITAL LIMITED,INE977E01013
FRONTSP,FRONTIER SPRINGS LTD.,INE572D01014
FRONTFN,FRONTLINE FINANCIAL SERVICES L,INE776R01011
FRUTION,FRUITION VENTURE LTD,INE836C01015
NYKAA,FSN E-Commerce Ventures Limite,INE388Y01029
UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024
FUSION,FUSION FINANCE LIMITED,INE139R01012
FEL,Future Enterprises Limited,INE623B01027
FLFL,FUTURE LIFESTYLE FASHIONS LTD,INE452O01016
FMNL,FUTURE MARKET NETWORKS LTD.,INE360L01017
FUTURSEC,FUTURISTIC SECURITIES LTD.,INE425D01015
FUTSOL,FUTURISTIC SOLUTIONS LTD.,INE241F01011
FYNX,FYNX CAPITAL LIMITED,INE455H01021
GMPL,G M Polyplast Limited,INE0E2801015
GNA,G N A Axles Limited,INE934S01014
GRINFRA,G R Infraprojects Limited,INE201P01022
GGDPROP,G. G. Dandekar Properties Limi,INE631D01026
GKP,G. K. P. Printing & Packaging,INE05QJ01015
GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,INE493B01017
GKCONS,G.K.CONSULTANTS LTD.,INE131D01019
GMBREW,G.M.BREWERIES LTD.,INE075D01018
GSAUTO,G.S.AUTO INTERNATIONAL LTD.,INE736H01024
GTIL,Gabion Technologies India Limi,INE1H1501013
GABRIEL,GABRIEL INDIA LTD.,INE524A01029
GPSL,Gabriel Pet Straps Limited,INE0QZF01012
GATECH,GACM Technologies Limited,INE224E01028
GATECHDVR,GACM Technologies Limited - DV,INE224E01036
GAGAN,GAGAN GASES LTD.,INE076D01016
GAIL,GAIL (INDIA) LTD.,INE129A01019
GAJANANSEC,GAJANAN SECURITIES SERVICES LT,INE868G01019
GGPL,Gala Global Products Limited,INE480S01026
GALAPREC,Gala Precision Engineering Lim,INE0RE001014
GALACTICO,Galactico Corporate Services L,INE906Y01028
GALADAFIN,Galada Finance Limited,INE243E01010
GALAGEX,GALAXY AGRICO EXPORTS LTD.,INE803L01016
GALXBRG,GALAXY BEARINGS LTD.,INE020S01012
GSLTD,GALAXY SUPERMARKET LIMITED,INE403B01016
GALAXYSURF,Galaxy Surfactants Limited,INE600K01018
GALLANTT,GALLANTT ISPAT LIMITED,INE297H01019
GALLARD,Gallard Steel Limited,INE0BUQ01012
GALLOPENT,GALLOPS ENTERPRISE LTD.,INE755J01012
GAMCO,GAMCO LIMITED,INE890S01026
TRADEUNO,GAME CHANGERS TEXFAB LIMITED,INE1GUJ01014
GANDHAR,Gandhar Oil Refinery (India) L,INE717W01049
GANDHITUBE,GANDHI SPECIAL TUBES LTD.,INE524B01027
GANESHBE,GANESH BENZOPLAST LTD.,INE388A01029
GANESHCP,Ganesh Consumer Products Limit,INE652V01016
GANHOLD,GANESH HOLDINGS LTD.,INE932M01011
GANESHHOU,GANESH HOUSING LIMITED,INE460C01014
GANECOS,GANESHA ECOSPHERE LTD.,INE845D01014
GANVERSE,GANESHA ECOVERSE LIMITED,INE369Q01017
GANGAPA,GANGA PAPERS INDIA LTD.,INE278O01015
GANGESSECU,Ganges Securities Ltd.,INE335W01016
GANONPRO,Ganon Products Limited,INE162L01017
GARBIFIN,Garbi Finvest Limited,INE721C01019
GRSE,Garden Reach Shipbuilders & En,INE382Z01011
GARGFUR,GARG FURNACE LTD.,INE194E01015
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,INE653S01028
GARNET,GARNET CONSTRUCTION LTD.,INE797D01017
GARNETINT,GARNET INTERNATIONAL LTD.,INE590B01010
GARUDA,Garuda Construction and Engine,INE0JVO01026
GRWRHITECH,GARWARE HI-TECH FILMS LIMITED,INE291A01017
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,INE925D01014
GARWAOFFS,GARWARE OFFSHORE SERVICES LIMI,INE446C01013
GARWSYN,GARWARE SYNTHETICS LTD.,INE340D01016
GARFIBRES,GARWARE TECHNICAL FIBRES LIMIT,INE276A01018
GATEWAY,Gateway Distriparks Limited,INE079J01017
GAUDIUMIVF,Gaudium IVF and Women Health L,INE0P8B01020
GEL,Gautam Exim Limited,INE721X01023
GGL,Gautam Gems Limited,INE063Z01017
GAYATRIBI,GAYATRI BIOORGANICS LTD.,INE052E01015
GAYAHWS,GAYATRI HIGHWAYS LTD,INE287Z01012
GAYAPROJ,GAYATRI PROJECTS LTD.,INE336H01023
GAYATRI,GAYATRI SUGARS LTD.,INE622E01023
GBLOGISTIC,GB Logistics Commerce Limited,INE0RWU01016
GCMCOMM,GCM COMMODITY & DERIVATIVES LT,INE200P01016
GCMSECU,GCM SECURITIES LTD,INE168O01026
GCONNECT,Gconnect Logitech and Supply C,INE0QHY01011
GDLLEAS,GDL LEASING & FINANCE LTD.,INE545E01018
GVPIL,GE Power India Ltd,INE878A01011
GVT&D,GE Vernova T&D India Limited,INE200A01026
GEE,GEE LTD.,INE064H01021
GEECEE,GEECEE VENTURES LIMITED,INE916G01016
GEMAROMA,Gem Aromatics Limited,INE06XZ01023
GEMENVIRO,GEM Enviro Management Limited,INE0RUJ01013
GEMSI,GEMSTONE INVESTMENTS LTD.,INE503D01027
GICRE,General Insurance Corporation,INE481Y01014
GENCON,Generic Engineering Constructi,INE854S01022
GENESYS,GENESYS INTERNATIONAL CORPORAT,INE727B01026
GENNEX,GENNEX LABORATORIES LTD.,INE509C01026
GVBL,GENOMIC VALLEY BIOTECH LIMITED,INE574D01010
GENPHARMA,GENPHARMASEC LIMITED,INE861N01036
GENUSPAPER,GENUS PAPER & BOARDS LIMITED,INE949P01018
GENUSPOWER,GENUS POWER INFRASTRUCTURES LT,INE955D01029
GENUSPRIME,GENUS PRIME INFRA LIMITED,INE256D01014
GEOJITFSL,Geojit Financial Services Limi,INE007B01023
GFLLIMITED,GFL LIMITED,INE538A01037
GHCL,GHCL LTD.,INE539A01019
GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013
GHVINFRA,GHV INFRA PROJECTS LIMITED,INE809Q01020
GIANLIFE,Gian Life Care Limited,INE063601012
GICHSGFIN,GIC HOUSING FINANCE LTD.,INE289B01019
GILADAFINS,Gilada Finance & Investments L,INE918C01029
GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,INE047B01011
GILLETTE,GILLETTE INDIA LTD.,INE322A01010
GINNIFILA,GINNI FILAMENTS LTD.,INE424C01010
GITARENEW,GITA RENEWABLE ENERGY LIMITED,INE776O01018
GKENERGY,GK ENERGY LIMITED,INE1AG301022
GKB,GKB OPHTHALMICS LTD.,INE265D01015
GLAND,Gland Pharma Limited,INE068V01023
GLAXO,GLAXOSMITHKLINE PHARMACEUTICAL,INE159A01016
GLEN,Glen Industries Limited,INE0UMC01019
GLENMARK,GLENMARK PHARMACEUTICALS LTD.,INE935A01035
GLITTEKG,GLITTEK GRANITES LTD.,INE741B01027
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,INE062C01042
MEDANTA,Global Health Limited,INE474Q01031
GLHRL,Global Longlife Hospital and R,INE0J2K01014
GSLSU,Global Surfaces Limited,INE0JSX01015
GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,INE792H01019
GLOBALE,Globale Tessile Limited,INE0URU01010
GSTL,GlobalSpace Technologies Limit,INE632W01016
GLOBECIVIL,GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015
GLCL,Globe Commercials Limited,INE804Q01013
GLOBTIER,Globtier Infotech limited,INE12P601017
GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE,INE064L01015
GLOBUSSPR,GLOBUS SPIRITS LTD.,INE615I01010
GLOSTERLTD,Gloster Ltd,INE350Z01018
GLOTTIS,Glottis Limited,INE0TQE01026
GMMPFAUDLR,GMM PFAUDLER LTD.,INE541A01023
GMRAIRPORT,GMR Airports Limited,INE776C01039
GMRP&UI,GMR Power and Urban Infra Limi,INE0CU601026
EBGNG,GNG Electronics Limited,INE18JU01028
GODIGIT,Go Digit General Insurance Lim,INE03JT01014
GOCOLORS,Go Fashion (India) Limited,INE0BJS01011
GOACARBON,GOA CARBON LTD.,INE426D01013
GOCLCORP,GOCL Corporation Limited,INE077F01035
GODAVARIB,Godavari Biorefineries Limited,INE497S01012
GODAVARI,GODAVARI DRUGS LTD.,INE362C01012
GPIL,GODAWARI POWER & ISPAT LTD.,INE177H01039
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,INE260B01028
GODREJAGRO,Godrej Agrovet Limited,INE850D01014
GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,INE102D01028
GODREJIND,GODREJ INDUSTRIES LTD.,INE233A01035
GODREJPROP,GODREJ PROPERTIES LTD,INE484J01027
GOELCONS,GOEL CONSTRUCTION COMPANY LIMI,INE0ZOM01013
GBFL,Goenka Business & Finance Limi,INE997C01015
GOKAKTEX,GOKAK TEXTILES LTD.,INE642I01014
GOKEX,GOKALDAS EXPORTS LTD.,INE887G01027
GOKULAGRO,Gokul Agro Resources Ltd,INE314T01033
GOKUL,GOKUL REFOILS & SOLVENT LTD.,INE020J01029
GOLDCOINHF,GOLD COIN HEALTH FOODS LTD,INE634J01027
GOLDLEG,GOLDEN LEGAND LEASING & FINANC,INE088E01019
GOLDENTOBC,GOLDEN TOBACCO LTD.,INE973A01010
GOLDIAM,GOLDIAM INTERNATIONAL LTD.,INE025B01025
GLPL,GOLDLINE PHARMACEUTICAL LIMITE,INE1CLW01015
GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,INE427D01011
GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY,INE798D01015
GOODLUCK,Goodluck India Limited,INE127I01024
GOODRICKE,GOODRICKE GROUP LTD.,INE300A01016
GOODYEAR,GOODYEAR INDIA LTD.,INE533A01012
GOPAL,Gopal Snacks Limited,INE0L9R01028
GORANIN,GORANI INDUSTRIES LTD.,INE792J01015
GOURMET,GOURMET GATEWAY INDIA LIMITED,INE512D01028
GOWRALE,GOWRA LEASING & FINANCE LTD.,INE225G01012
GOYALALUM,GOYAL ALUMINIUMS LIMITED,INE705X01026
GOYALASS,GOYAL ASSOCIATES LTD.,INE912B01032
GULFPETRO,GP PETROLEUMS LTD,INE586G01017
GPTHEALTH,GPT Healthcare Limited,INE486R01017
GPTINFRA,GPT INFRAPROJECTS LTD.,INE390G01014
GRAMEVA,GRAMEVA LIMITED,INE578R01011
GRANDOAK,GRAND OAK CANYONS DISTILLERY L,INE926B01016
GRANDMA,GRANDMA TRADING & AGENCIES LTD,INE927M01029
GRANULES,GRANULES INDIA LTD.,INE101D01020
GRAPHITE,GRAPHITE INDIA LTD.,INE371A01025
GRASIM,GRASIM INDUSTRIES LTD.,INE047A01021
GRAUWEIL,GRAUER & WEIL (INDIA) LTD.,INE266D01021
GRAVISSHO,GRAVISS HOSPITALITY LIMITED,INE214F01026
GRAVITA,GRAVITA INDIA LTD.,INE024L01027
GRAVITY,GRAVITY (INDIA) LTD.,INE995A01013
GRERENEW,GRE Renew Enertech Limited,INE0U8P01015
GESHIP,GREAT EASTERN SHIPPING CO.LTD.,INE017A01032
GREAVESCOT,GREAVES COTTON LTD.,INE224A01026
GREENCREST,GREENCREST FINANCIAL SERVICES,INE414C01045
